question_id,difficulty_rasch
mmlu_abstract_algebra_row_60,2.715902
mmlu_abstract_algebra_row_61,2.5208805
mmlu_abstract_algebra_row_62,2.6921515
mmlu_abstract_algebra_row_63,2.781941
mmlu_abstract_algebra_row_64,1.3314992
mmlu_abstract_algebra_row_65,2.2958236
mmlu_abstract_algebra_row_66,3.02256
mmlu_abstract_algebra_row_67,3.9669735
mmlu_abstract_algebra_row_68,-0.1980569
mmlu_abstract_algebra_row_69,-0.16884845
mmlu_abstract_algebra_row_70,1.8292737
mmlu_abstract_algebra_row_71,0.36021888
mmlu_abstract_algebra_row_72,4.69477
mmlu_abstract_algebra_row_73,-0.7080072
mmlu_abstract_algebra_row_74,2.8594086
mmlu_abstract_algebra_row_75,2.1609578
mmlu_abstract_algebra_row_76,2.5455954
mmlu_abstract_algebra_row_77,-1.8419089
mmlu_abstract_algebra_row_78,2.1389856
mmlu_abstract_algebra_row_79,1.842789
mmlu_abstract_algebra_row_80,1.9905534
mmlu_abstract_algebra_row_81,3.4712107
mmlu_abstract_algebra_row_82,-0.8594036
mmlu_abstract_algebra_row_83,1.4072456
mmlu_abstract_algebra_row_84,3.5965493
mmlu_abstract_algebra_row_85,1.6103531
mmlu_abstract_algebra_row_86,0.3015583
mmlu_abstract_algebra_row_87,-0.4023429
mmlu_abstract_algebra_row_88,2.3193476
mmlu_abstract_algebra_row_89,1.1794913
mmlu_abstract_algebra_row_90,3.6693134
mmlu_abstract_algebra_row_91,-1.0641036
mmlu_abstract_algebra_row_92,2.1485496
mmlu_abstract_algebra_row_93,2.7449012
mmlu_abstract_algebra_row_94,2.0938885
mmlu_abstract_algebra_row_95,1.7564465
mmlu_abstract_algebra_row_96,2.465118
mmlu_abstract_algebra_row_97,1.8968112
mmlu_abstract_algebra_row_98,2.3005936
mmlu_abstract_algebra_row_99,0.9641095
mmlu_anatomy_row_0,-0.2212081
mmlu_anatomy_row_1,-1.2018515
mmlu_anatomy_row_2,-1.7582839
mmlu_anatomy_row_3,2.1857455
mmlu_anatomy_row_4,-2.0517433
mmlu_anatomy_row_5,3.951071
mmlu_anatomy_row_6,-0.76628727
mmlu_anatomy_row_7,-2.2144313
mmlu_anatomy_row_8,2.50639
mmlu_anatomy_row_9,-0.6145728
mmlu_anatomy_row_10,-0.61778814
mmlu_anatomy_row_11,1.9397789
mmlu_anatomy_row_12,0.6742245
mmlu_anatomy_row_13,1.9166536
mmlu_anatomy_row_14,2.9010327
mmlu_anatomy_row_15,-0.18857075
mmlu_anatomy_row_16,0.978032
mmlu_anatomy_row_17,-1.8600556
mmlu_anatomy_row_18,-0.5124627
mmlu_anatomy_row_19,-2.4606133
mmlu_anatomy_row_20,-1.3438313
mmlu_anatomy_row_21,1.511428
mmlu_anatomy_row_22,2.2479553
mmlu_anatomy_row_23,4.162692
mmlu_anatomy_row_24,0.9824802
mmlu_anatomy_row_25,3.7124217
mmlu_anatomy_row_26,-2.3411045
mmlu_anatomy_row_27,0.41876903
mmlu_anatomy_row_28,-1.7586011
mmlu_anatomy_row_29,1.5952572
mmlu_anatomy_row_30,-1.838558
mmlu_anatomy_row_31,2.9117706
mmlu_anatomy_row_32,-1.6048887
mmlu_anatomy_row_33,4.635225
mmlu_anatomy_row_34,-0.3295139
mmlu_anatomy_row_35,1.8859048
mmlu_anatomy_row_36,-2.3733594
mmlu_anatomy_row_37,-1.8397998
mmlu_anatomy_row_38,-0.33179563
mmlu_anatomy_row_39,-2.354724
mmlu_anatomy_row_40,-2.3181627
mmlu_anatomy_row_41,2.0837212
mmlu_anatomy_row_42,-1.2932211
mmlu_anatomy_row_43,2.1742163
mmlu_anatomy_row_44,0.014990421
mmlu_anatomy_row_45,0.69916403
mmlu_anatomy_row_46,-2.057343
mmlu_anatomy_row_47,-1.8226677
mmlu_anatomy_row_48,-1.125467
mmlu_anatomy_row_49,1.0540777
mmlu_anatomy_row_50,-2.1626842
mmlu_anatomy_row_51,-0.5424706
mmlu_anatomy_row_52,-0.66642326
mmlu_anatomy_row_53,-1.0372767
mmlu_anatomy_row_54,1.9972302
mmlu_anatomy_row_55,4.5032306
mmlu_anatomy_row_56,-1.4980395
mmlu_anatomy_row_57,-2.6005769
mmlu_anatomy_row_58,-2.4371428
mmlu_anatomy_row_59,2.937512
mmlu_anatomy_row_60,-2.1777277
mmlu_anatomy_row_61,-0.18802728
mmlu_anatomy_row_62,0.4889919
mmlu_anatomy_row_63,-1.2595701
mmlu_anatomy_row_64,-0.21110325
mmlu_anatomy_row_65,3.2981243
mmlu_anatomy_row_66,-1.4435499
mmlu_anatomy_row_67,0.23810594
mmlu_anatomy_row_68,4.033694
mmlu_anatomy_row_69,0.44465843
mmlu_anatomy_row_70,2.2378266
mmlu_anatomy_row_71,-2.7847142
mmlu_anatomy_row_72,0.6543491
mmlu_anatomy_row_73,0.7748904
mmlu_anatomy_row_74,0.40303603
mmlu_anatomy_row_75,-0.6596334
mmlu_anatomy_row_76,-0.43777505
mmlu_anatomy_row_77,-0.3466604
mmlu_anatomy_row_78,-2.50905
mmlu_anatomy_row_79,0.67699784
mmlu_anatomy_row_80,-1.8308823
mmlu_anatomy_row_81,0.8994729
mmlu_anatomy_row_82,1.6951362
mmlu_anatomy_row_83,-1.6332558
mmlu_anatomy_row_84,0.32493475
mmlu_anatomy_row_85,1.4399999
mmlu_anatomy_row_86,0.9518819
mmlu_anatomy_row_87,3.0514774
mmlu_anatomy_row_88,0.24092872
mmlu_anatomy_row_89,-2.89282
mmlu_anatomy_row_90,-1.564135
mmlu_anatomy_row_91,3.0203524
mmlu_anatomy_row_92,0.047428027
mmlu_anatomy_row_93,1.7703098
mmlu_anatomy_row_94,2.563866
mmlu_anatomy_row_95,1.0356804
mmlu_anatomy_row_96,1.3707895
mmlu_anatomy_row_97,2.2871444
mmlu_anatomy_row_98,1.443809
mmlu_anatomy_row_99,2.2873166
mmlu_anatomy_row_100,0.53951323
mmlu_anatomy_row_101,1.264713
mmlu_anatomy_row_102,-0.25352806
mmlu_anatomy_row_103,4.2911386
mmlu_anatomy_row_104,-0.12983647
mmlu_anatomy_row_105,0.25657636
mmlu_anatomy_row_106,-1.4027113
mmlu_anatomy_row_107,4.243533
mmlu_anatomy_row_108,-2.3765528
mmlu_anatomy_row_109,-1.2186328
mmlu_anatomy_row_110,-0.04243236
mmlu_anatomy_row_111,0.8332467
mmlu_anatomy_row_112,-2.5635583
mmlu_anatomy_row_113,-2.2470264
mmlu_anatomy_row_114,-2.1268463
mmlu_anatomy_row_115,-1.8132015
mmlu_anatomy_row_116,-1.2094121
mmlu_anatomy_row_117,-2.07323
mmlu_anatomy_row_118,0.10048539
mmlu_anatomy_row_119,2.0358186
mmlu_anatomy_row_120,-2.3758936
mmlu_anatomy_row_121,0.86979127
mmlu_anatomy_row_122,-2.3483794
mmlu_anatomy_row_123,-0.032073945
mmlu_anatomy_row_124,0.16524902
mmlu_anatomy_row_125,3.7694702
mmlu_anatomy_row_126,-2.7137551
mmlu_anatomy_row_127,-1.522441
mmlu_anatomy_row_128,-1.2338147
mmlu_anatomy_row_129,3.5721173
mmlu_anatomy_row_130,-0.9120694
mmlu_anatomy_row_131,-2.3968205
mmlu_anatomy_row_132,0.4525175
mmlu_anatomy_row_133,-1.7534726
mmlu_anatomy_row_134,-0.5293819
mmlu_astronomy_row_0,-1.994961
mmlu_astronomy_row_1,-1.7159784
mmlu_astronomy_row_2,-1.6782329
mmlu_astronomy_row_3,0.2677446
mmlu_astronomy_row_4,-1.5857784
mmlu_astronomy_row_5,-1.6768748
mmlu_astronomy_row_6,-1.4546373
mmlu_astronomy_row_7,-0.29680425
mmlu_astronomy_row_8,1.2637485
mmlu_astronomy_row_9,-0.07314337
mmlu_astronomy_row_10,-0.3131965
mmlu_astronomy_row_11,-1.7646693
mmlu_astronomy_row_12,-2.7369626
mmlu_astronomy_row_13,-2.0382607
mmlu_astronomy_row_14,-1.9804767
mmlu_astronomy_row_15,-1.5704936
mmlu_astronomy_row_16,-2.2570386
mmlu_astronomy_row_17,0.22594693
mmlu_astronomy_row_18,-1.3202301
mmlu_astronomy_row_19,1.2858884
mmlu_astronomy_row_20,-1.9329746
mmlu_astronomy_row_21,-0.3663018
mmlu_astronomy_row_22,-0.55973256
mmlu_astronomy_row_23,-1.6226795
mmlu_astronomy_row_24,0.20982409
mmlu_astronomy_row_25,-0.35030842
mmlu_astronomy_row_26,2.7404876
mmlu_astronomy_row_27,-1.3647535
mmlu_astronomy_row_28,2.7148015
mmlu_astronomy_row_29,-0.4108457
mmlu_astronomy_row_30,-1.0074364
mmlu_astronomy_row_31,-0.90665805
mmlu_astronomy_row_32,-1.5786759
mmlu_astronomy_row_33,-0.13460481
mmlu_astronomy_row_34,-1.740616
mmlu_astronomy_row_35,-1.8311796
mmlu_astronomy_row_36,-2.6473436
mmlu_astronomy_row_37,-2.237744
mmlu_astronomy_row_38,-0.59456366
mmlu_astronomy_row_39,0.19457248
mmlu_astronomy_row_40,-1.4857107
mmlu_astronomy_row_41,-2.0805702
mmlu_astronomy_row_42,2.6056628
mmlu_astronomy_row_43,3.2976165
mmlu_astronomy_row_44,0.25001204
mmlu_astronomy_row_45,-1.2621689
mmlu_astronomy_row_46,-2.1850767
mmlu_astronomy_row_47,0.7660378
mmlu_astronomy_row_48,-0.13163216
mmlu_astronomy_row_49,-1.999137
mmlu_astronomy_row_50,2.5581152
mmlu_astronomy_row_51,1.8107646
mmlu_astronomy_row_52,-0.24672164
mmlu_astronomy_row_53,1.9719135
mmlu_astronomy_row_54,0.7195562
mmlu_astronomy_row_55,-1.6562274
mmlu_astronomy_row_56,-2.1065319
mmlu_astronomy_row_57,1.159942
mmlu_astronomy_row_58,0.045551334
mmlu_astronomy_row_59,-1.1120306
mmlu_astronomy_row_60,0.32260123
mmlu_astronomy_row_61,-2.065677
mmlu_astronomy_row_62,-1.8916457
mmlu_astronomy_row_63,1.1292844
mmlu_astronomy_row_64,-0.38972953
mmlu_astronomy_row_65,-0.28655794
mmlu_astronomy_row_66,0.23878412
mmlu_astronomy_row_67,0.225527
mmlu_astronomy_row_68,0.7940173
mmlu_astronomy_row_69,-0.6658713
mmlu_astronomy_row_70,-2.4022048
mmlu_astronomy_row_71,-1.6487263
mmlu_astronomy_row_72,-0.46161467
mmlu_astronomy_row_73,-2.0766444
mmlu_astronomy_row_74,1.6751345
mmlu_astronomy_row_75,-0.7855363
mmlu_astronomy_row_76,-0.8914937
mmlu_astronomy_row_77,1.5717489
mmlu_astronomy_row_78,-1.1124337
mmlu_astronomy_row_79,0.12431331
mmlu_astronomy_row_80,0.8175365
mmlu_astronomy_row_81,-1.4246337
mmlu_astronomy_row_82,-3.1507607
mmlu_astronomy_row_83,-1.1903126
mmlu_astronomy_row_84,-0.99749786
mmlu_astronomy_row_85,-2.0748165
mmlu_astronomy_row_86,-2.3049073
mmlu_astronomy_row_87,8.980266e-05
mmlu_astronomy_row_88,2.5269089
mmlu_astronomy_row_89,-2.3557591
mmlu_astronomy_row_90,3.135619
mmlu_astronomy_row_91,1.5338233
mmlu_astronomy_row_92,-2.2805989
mmlu_astronomy_row_93,2.5511813
mmlu_astronomy_row_94,2.8841653
mmlu_astronomy_row_95,-1.2953123
mmlu_astronomy_row_96,-1.0854666
mmlu_astronomy_row_97,-1.2098662
mmlu_astronomy_row_98,1.4226773
mmlu_astronomy_row_99,-0.2985006
mmlu_astronomy_row_100,-0.80924934
mmlu_astronomy_row_101,1.0550623
mmlu_astronomy_row_102,-0.40204835
mmlu_astronomy_row_103,-2.0119765
mmlu_astronomy_row_104,0.9584902
mmlu_astronomy_row_105,-1.5152357
mmlu_astronomy_row_106,-1.5434525
mmlu_astronomy_row_107,3.7024949
mmlu_astronomy_row_108,-0.33837163
mmlu_astronomy_row_109,-0.9346559
mmlu_astronomy_row_110,-2.0796702
mmlu_astronomy_row_111,-0.57175297
mmlu_astronomy_row_112,-0.4712961
mmlu_astronomy_row_113,0.29002932
mmlu_astronomy_row_114,-0.067312844
mmlu_astronomy_row_115,-0.95997715
mmlu_astronomy_row_116,0.13665931
mmlu_astronomy_row_117,-0.8428685
mmlu_astronomy_row_118,-2.4238706
mmlu_astronomy_row_119,2.8226318
mmlu_astronomy_row_120,0.59734946
mmlu_astronomy_row_121,-1.5009356
mmlu_astronomy_row_122,0.273116
mmlu_astronomy_row_123,-0.49909347
mmlu_astronomy_row_124,-2.275341
mmlu_astronomy_row_125,-1.7624811
mmlu_astronomy_row_126,1.4823998
mmlu_astronomy_row_127,-1.6033678
mmlu_astronomy_row_128,-1.6122017
mmlu_astronomy_row_129,-0.34644407
mmlu_astronomy_row_130,0.72828937
mmlu_astronomy_row_131,0.7866887
mmlu_astronomy_row_132,-1.4420154
mmlu_astronomy_row_133,-0.7344802
mmlu_astronomy_row_134,-0.75587684
mmlu_astronomy_row_135,1.5267539
mmlu_astronomy_row_136,0.63513446
mmlu_astronomy_row_137,-1.7731663
mmlu_astronomy_row_138,-0.45144254
mmlu_astronomy_row_139,-1.6862656
mmlu_astronomy_row_140,0.085983746
mmlu_astronomy_row_141,-0.9238399
mmlu_astronomy_row_142,0.67408293
mmlu_astronomy_row_143,-3.1223042
mmlu_astronomy_row_144,-2.0293744
mmlu_astronomy_row_145,-1.8876387
mmlu_astronomy_row_146,-0.4986382
mmlu_astronomy_row_147,0.5487235
mmlu_astronomy_row_148,0.36053705
mmlu_astronomy_row_149,-1.0456674
mmlu_astronomy_row_150,-1.3093288
mmlu_astronomy_row_151,1.0636423
mmlu_business_ethics_row_0,0.6257908
mmlu_business_ethics_row_1,-1.8455437
mmlu_business_ethics_row_2,0.097380675
mmlu_business_ethics_row_3,-1.1971924
mmlu_business_ethics_row_4,-1.9142448
mmlu_business_ethics_row_5,-0.7169234
mmlu_business_ethics_row_6,2.2674634
mmlu_business_ethics_row_7,-2.041947
mmlu_business_ethics_row_8,2.5584733
mmlu_business_ethics_row_9,-0.10630222
mmlu_business_ethics_row_10,-0.8831548
mmlu_business_ethics_row_11,0.34958354
mmlu_business_ethics_row_12,-0.9760782
mmlu_business_ethics_row_13,-2.2354677
mmlu_business_ethics_row_14,-0.81779206
mmlu_business_ethics_row_15,-2.1529093
mmlu_business_ethics_row_16,-2.4550745
mmlu_business_ethics_row_17,-2.1983857
mmlu_business_ethics_row_18,-1.7144861
mmlu_business_ethics_row_19,2.4484856
mmlu_business_ethics_row_20,-0.10289646
mmlu_business_ethics_row_21,-2.278386
mmlu_business_ethics_row_22,0.17188628
mmlu_business_ethics_row_23,-0.5451626
mmlu_business_ethics_row_24,-2.4017708
mmlu_business_ethics_row_25,-2.134116
mmlu_business_ethics_row_26,-2.0820181
mmlu_business_ethics_row_27,-1.1520317
mmlu_business_ethics_row_28,1.5160192
mmlu_business_ethics_row_29,-1.9835173
mmlu_business_ethics_row_30,-2.0524197
mmlu_business_ethics_row_31,-0.90052783
mmlu_business_ethics_row_32,4.1044054
mmlu_business_ethics_row_33,-0.7537577
mmlu_business_ethics_row_34,-0.060912278
mmlu_business_ethics_row_35,0.38132527
mmlu_business_ethics_row_36,2.278131
mmlu_business_ethics_row_37,-1.0863192
mmlu_business_ethics_row_38,-0.3636481
mmlu_business_ethics_row_39,-2.3378785
mmlu_business_ethics_row_40,2.543859
mmlu_business_ethics_row_41,-0.52881926
mmlu_business_ethics_row_42,-1.670988
mmlu_business_ethics_row_43,-1.7339817
mmlu_business_ethics_row_44,0.8499816
mmlu_business_ethics_row_45,-1.8262264
mmlu_business_ethics_row_46,0.6830479
mmlu_business_ethics_row_47,-3.2140734
mmlu_business_ethics_row_48,0.08727844
mmlu_business_ethics_row_49,0.16908373
mmlu_business_ethics_row_50,-2.3006938
mmlu_business_ethics_row_51,0.2847836
mmlu_business_ethics_row_52,-0.89371705
mmlu_business_ethics_row_53,-0.96478206
mmlu_business_ethics_row_54,0.51428413
mmlu_business_ethics_row_55,1.2339025
mmlu_business_ethics_row_56,-2.0433078
mmlu_business_ethics_row_57,-1.2547764
mmlu_business_ethics_row_58,0.809101
mmlu_business_ethics_row_59,2.7710683
mmlu_business_ethics_row_60,0.37919936
mmlu_business_ethics_row_61,-0.22058792
mmlu_business_ethics_row_62,1.278166
mmlu_business_ethics_row_63,-1.4748783
mmlu_business_ethics_row_64,-0.48448962
mmlu_business_ethics_row_65,0.8052702
mmlu_business_ethics_row_66,-1.4619071
mmlu_business_ethics_row_67,-2.4900684
mmlu_business_ethics_row_68,-2.1009421
mmlu_business_ethics_row_69,1.4926593
mmlu_business_ethics_row_70,3.0319219
mmlu_business_ethics_row_71,2.4790401
mmlu_business_ethics_row_72,-1.4496231
mmlu_business_ethics_row_73,2.3449075
mmlu_business_ethics_row_74,0.023442587
mmlu_business_ethics_row_75,0.57882905
mmlu_business_ethics_row_76,-1.0649166
mmlu_business_ethics_row_77,-1.9850665
mmlu_business_ethics_row_78,-0.570561
mmlu_business_ethics_row_79,-0.83005774
mmlu_business_ethics_row_80,3.9096813
mmlu_business_ethics_row_81,0.70209557
mmlu_business_ethics_row_82,-1.7360638
mmlu_business_ethics_row_83,0.8792144
mmlu_business_ethics_row_84,2.5803525
mmlu_business_ethics_row_85,-1.4927678
mmlu_business_ethics_row_86,3.8533573
mmlu_business_ethics_row_87,-2.7421713
mmlu_business_ethics_row_88,-2.289596
mmlu_business_ethics_row_89,-2.002018
mmlu_business_ethics_row_90,0.68442297
mmlu_business_ethics_row_91,3.0577364
mmlu_business_ethics_row_92,3.285227
mmlu_business_ethics_row_93,-0.956884
mmlu_business_ethics_row_94,0.98067445
mmlu_business_ethics_row_95,1.2360703
mmlu_business_ethics_row_96,-1.5381843
mmlu_business_ethics_row_97,1.6461546
mmlu_business_ethics_row_98,-0.6005346
mmlu_business_ethics_row_99,-2.424156
mmlu_clinical_knowledge_row_0,-1.2845972
mmlu_clinical_knowledge_row_1,-2.202071
mmlu_clinical_knowledge_row_2,-2.6800585
mmlu_clinical_knowledge_row_3,-0.96169025
mmlu_clinical_knowledge_row_4,2.5743883
mmlu_clinical_knowledge_row_5,2.2319376
mmlu_clinical_knowledge_row_6,1.9830467
mmlu_clinical_knowledge_row_7,-2.4563615
mmlu_clinical_knowledge_row_8,-2.9120164
mmlu_clinical_knowledge_row_9,-0.7072096
mmlu_clinical_knowledge_row_10,-0.71993047
mmlu_clinical_knowledge_row_11,0.33302286
mmlu_clinical_knowledge_row_12,1.2563795
mmlu_clinical_knowledge_row_13,0.3798924
mmlu_clinical_knowledge_row_14,-2.2866845
mmlu_clinical_knowledge_row_15,-1.3251189
mmlu_clinical_knowledge_row_16,0.8698235
mmlu_clinical_knowledge_row_17,0.8948428
mmlu_clinical_knowledge_row_18,1.8063833
mmlu_clinical_knowledge_row_19,-0.43436164
mmlu_clinical_knowledge_row_20,-1.9681066
mmlu_clinical_knowledge_row_21,-2.9114916
mmlu_clinical_knowledge_row_22,1.5914495
mmlu_clinical_knowledge_row_23,-2.1979125
mmlu_clinical_knowledge_row_24,-1.1611246
mmlu_clinical_knowledge_row_25,-0.17479585
mmlu_clinical_knowledge_row_26,1.1037023
mmlu_clinical_knowledge_row_27,1.0633999
mmlu_clinical_knowledge_row_28,4.21182
mmlu_clinical_knowledge_row_29,3.7236352
mmlu_clinical_knowledge_row_30,-0.21804756
mmlu_clinical_knowledge_row_31,-0.65914994
mmlu_clinical_knowledge_row_32,-0.03981421
mmlu_clinical_knowledge_row_33,1.2404859
mmlu_clinical_knowledge_row_34,-2.388647
mmlu_clinical_knowledge_row_35,2.1773777
mmlu_clinical_knowledge_row_36,-1.2003229
mmlu_clinical_knowledge_row_37,-0.2831542
mmlu_clinical_knowledge_row_38,-1.8981766
mmlu_clinical_knowledge_row_39,3.6868784
mmlu_clinical_knowledge_row_40,0.9256844
mmlu_clinical_knowledge_row_41,0.12581985
mmlu_clinical_knowledge_row_42,-0.2098813
mmlu_clinical_knowledge_row_43,-1.8532149
mmlu_clinical_knowledge_row_44,-1.5896282
mmlu_clinical_knowledge_row_45,-1.9720284
mmlu_clinical_knowledge_row_46,-1.4305478
mmlu_clinical_knowledge_row_47,-2.7516022
mmlu_clinical_knowledge_row_48,0.5923311
mmlu_clinical_knowledge_row_49,0.101884
mmlu_clinical_knowledge_row_50,3.5456684
mmlu_clinical_knowledge_row_51,-1.5081096
mmlu_clinical_knowledge_row_52,1.7407761
mmlu_clinical_knowledge_row_53,-1.6248422
mmlu_clinical_knowledge_row_54,0.99313366
mmlu_clinical_knowledge_row_55,4.104347
mmlu_clinical_knowledge_row_56,-1.0784065
mmlu_clinical_knowledge_row_57,0.86770296
mmlu_clinical_knowledge_row_58,-1.5191559
mmlu_clinical_knowledge_row_59,0.4319365
mmlu_clinical_knowledge_row_60,-2.112682
mmlu_clinical_knowledge_row_61,-1.829533
mmlu_clinical_knowledge_row_62,-2.3993173
mmlu_clinical_knowledge_row_63,0.26945487
mmlu_clinical_knowledge_row_64,2.2005377
mmlu_clinical_knowledge_row_65,3.945877
mmlu_clinical_knowledge_row_66,-1.9212595
mmlu_clinical_knowledge_row_67,-1.7381274
mmlu_clinical_knowledge_row_68,-1.6203974
mmlu_clinical_knowledge_row_69,-2.258021
mmlu_clinical_knowledge_row_70,-0.3321135
mmlu_clinical_knowledge_row_71,-0.20363264
mmlu_clinical_knowledge_row_72,0.0892983
mmlu_clinical_knowledge_row_73,1.2169967
mmlu_clinical_knowledge_row_74,-0.0435737
mmlu_clinical_knowledge_row_75,-1.4060808
mmlu_clinical_knowledge_row_76,-0.974041
mmlu_clinical_knowledge_row_77,-0.67534596
mmlu_clinical_knowledge_row_78,-1.9431353
mmlu_clinical_knowledge_row_79,1.6329595
mmlu_clinical_knowledge_row_80,-1.3881056
mmlu_clinical_knowledge_row_81,1.6038213
mmlu_clinical_knowledge_row_82,-0.20514342
mmlu_clinical_knowledge_row_83,1.2391869
mmlu_clinical_knowledge_row_84,-1.7992599
mmlu_clinical_knowledge_row_85,-1.6714557
mmlu_clinical_knowledge_row_86,-1.0328673
mmlu_clinical_knowledge_row_87,0.9430744
mmlu_clinical_knowledge_row_88,-2.1201475
mmlu_clinical_knowledge_row_89,0.9021446
mmlu_clinical_knowledge_row_90,-2.5064354
mmlu_clinical_knowledge_row_91,-1.909867
mmlu_clinical_knowledge_row_92,-0.13873331
mmlu_clinical_knowledge_row_93,-0.32863262
mmlu_clinical_knowledge_row_94,-1.855368
mmlu_clinical_knowledge_row_95,-2.4327867
mmlu_clinical_knowledge_row_96,3.8200343
mmlu_clinical_knowledge_row_97,-1.7078869
mmlu_clinical_knowledge_row_98,0.67764324
mmlu_clinical_knowledge_row_99,0.24738815
mmlu_clinical_knowledge_row_100,-0.8359625
mmlu_clinical_knowledge_row_101,-1.9527618
mmlu_clinical_knowledge_row_102,1.312273
mmlu_clinical_knowledge_row_103,-2.4574513
mmlu_clinical_knowledge_row_104,-2.1926706
mmlu_clinical_knowledge_row_105,-1.4215295
mmlu_clinical_knowledge_row_106,-1.1725526
mmlu_clinical_knowledge_row_107,1.5318807
mmlu_clinical_knowledge_row_108,-1.7514675
mmlu_clinical_knowledge_row_109,-0.13051029
mmlu_clinical_knowledge_row_110,1.4480715
mmlu_clinical_knowledge_row_111,0.90838856
mmlu_clinical_knowledge_row_112,-1.6782728
mmlu_clinical_knowledge_row_113,1.2899904
mmlu_clinical_knowledge_row_114,-0.90524197
mmlu_clinical_knowledge_row_115,-1.5235858
mmlu_clinical_knowledge_row_116,-1.7663965
mmlu_clinical_knowledge_row_117,-1.1562982
mmlu_clinical_knowledge_row_118,-0.68564063
mmlu_clinical_knowledge_row_119,-1.4908018
mmlu_clinical_knowledge_row_120,-2.515106
mmlu_clinical_knowledge_row_121,-0.73216254
mmlu_clinical_knowledge_row_122,-0.6550613
mmlu_clinical_knowledge_row_123,2.0909777
mmlu_clinical_knowledge_row_124,2.9509997
mmlu_clinical_knowledge_row_125,-0.8712202
mmlu_clinical_knowledge_row_126,-2.843357
mmlu_clinical_knowledge_row_127,0.33672073
mmlu_clinical_knowledge_row_128,-0.2995191
mmlu_clinical_knowledge_row_129,2.6422997
mmlu_clinical_knowledge_row_130,-1.5091676
mmlu_clinical_knowledge_row_131,-1.9041022
mmlu_clinical_knowledge_row_132,-1.3107747
mmlu_clinical_knowledge_row_133,-2.392594
mmlu_clinical_knowledge_row_134,0.3591736
mmlu_clinical_knowledge_row_135,-2.002366
mmlu_clinical_knowledge_row_136,0.34493718
mmlu_clinical_knowledge_row_137,0.35958415
mmlu_clinical_knowledge_row_138,-1.0571374
mmlu_clinical_knowledge_row_139,-1.5407224
mmlu_clinical_knowledge_row_140,0.10027497
mmlu_clinical_knowledge_row_141,1.783801
mmlu_clinical_knowledge_row_142,-0.59794945
mmlu_clinical_knowledge_row_143,-2.0701034
mmlu_clinical_knowledge_row_144,-1.4361256
mmlu_clinical_knowledge_row_145,-1.8518474
mmlu_clinical_knowledge_row_146,0.6605835
mmlu_clinical_knowledge_row_147,2.8251736
mmlu_clinical_knowledge_row_148,1.6968905
