item_id,stem_text,Ending_KeyDistractorSim,Ending_MaxDistractorSim,Ending_DistractorHomogeneity,Ending_LengthDispersion,Ending_KeyLengthAdvantage,Ending_StemKeyAdvantage
21,Cutting the grass: A man is outside of a building. He is using commercial lawn mowing equipment. He,0.37652313709259033,0.4853706359863281,0.17255938053131104,0.14011128406190312,0.2020305089104425,0.19846245646476746
22,Having an ice cream: Children bring desert out for their family member. The family,0.17665690183639526,0.2678641974925995,0.13612467050552368,0.48610304603150395,-0.28036158810959866,0.3462054133415222
23,Having an ice cream: The family enjoys eating the desert together. The people in the restaurant laugh at the man and he wonders what they are doing. The man,0.4379403293132782,0.5566319823265076,0.17713941633701324,0.19478141823289996,-2.8936858367001395,-0.0341898649930954
24,Washing face: A black female is shown in a room with a black scarf around her head. Black spots on her faced,0.44954100251197815,0.5089955925941467,0.3849894106388092,0.31246301556292155,-0.17118419700436516,0.05509766936302185
25,Washing face: A black female is shown in a room with a black scarf around her head. Black spots on her faced are then zoomed in on and she begins to apply something on it. Next,0.5123568177223206,0.653944194316864,0.4002065360546112,0.2857953431165774,-0.1421225958636072,0.020669877529144287
26,Paintball: A helicopter flies in some people who then start playing paintball. They,0.28669777512550354,0.4369756579399109,0.3152766525745392,0.15642020205395568,-2.188642373804937,-0.1309848129749298
27,Gargling mouthwash: A young boy and girl are standing over a sink with their mother talking. The mother,0.2712697982788086,0.38786301016807556,0.4719923734664917,0.30877404876736186,-0.5322776873248032,-0.06427964568138123
28,Gargling mouthwash: A young boy and girl are standing over a sink with their mother talking. The mother instructs them on how to brush their teeth while laughing. The boy,0.3028474748134613,0.4270496964454651,0.20627963542938232,0.17402186183376608,0.254000254000381,0.18408158421516418
29,Gargling mouthwash: The mother instructs them on how to brush their teeth while laughing. The boy helps his younger sister brush his teeth. She,0.19980402290821075,0.22780632972717285,0.29949110746383667,0.05638188740029358,-2.3145502494313783,0.4018024802207947
30,Gargling mouthwash: She gets them some water to gargle in their mouths. The boy and girl begin playing in the sink. The woman,0.2865937054157257,0.2895113229751587,0.2853373885154724,0.2846925224704027,-0.6922667309910687,0.1855136901140213
31,Washing face: A cat is sitting in a cat bed. It is licking its paw. It,0.2902718782424927,0.40726131200790405,0.46399661898612976,0.3623539593743111,-0.6523858424654788,0.30503934621810913
32,"Archery: A man in brown jacket is pulling out an arrow from the target board, then he was talking to the camera, then he pull out his bow and started to use it with his bow to hit the target board, he fired his bows several times. The man",0.44183048605918884,0.482880562543869,0.4621833860874176,0.35590743960259624,-2.251950247397438,-0.18139028549194336
33,Cutting the grass: A man walks outside plugs his lawn mower in and gets ready to mow. He,0.35463032126426697,0.656006932258606,0.12124355882406235,0.29754790620742816,-0.47754513847236985,0.4109041690826416
34,Cutting the grass: A man walks outside plugs his lawn mower in and gets ready to mow. He starts mowing his lawn casually going over all the grass. His dog,0.5373650193214417,0.5570633411407471,0.4075671136379242,0.2655577607451695,0.6430707327919477,-0.10127046704292297
35,Cutting the grass: He starts mowing his lawn casually going over all the grass. His dog comes outside and starts to follow him a little while he's closer to the house. The yard,0.35066092014312744,0.4507925808429718,0.22605252265930176,0.4313614129591926,3.0113313951819505,0.10403114557266235
36,Surfing: A sea is shown with a green forest on seashore. Blond man is standing in seashore and talking to the camera and surfing big waves on the sea. Man,0.41086554527282715,0.45429572463035583,0.5092886090278625,0.5181032087533006,4.7932326371587735,0.1179303228855133
37,Washing face: We see a bottle of face wash. We,0.19546915590763092,0.257978618144989,0.17543262243270874,0.500509617336962,19.97576656851997,0.6041185259819031
38,Washing face: We see a person holding face wash then putting it on their face. They rinse the face and add the face wash with a brush. We,0.18143431842327118,0.37585893273353577,0.3502403199672699,0.3049174089160936,1.212188205188469,0.3751101493835449
39,Plastering: A person is seen throwing plaster onto a wall while the camera follows the person close behind. The person,0.4312606155872345,0.5662550926208496,0.2886282205581665,0.1019676582787034,0.09421114395319917,0.05145573616027832
40,Applying sunscreen: More and more people begin talking and each of them has a bottle of sun screen and starts to squirt it on their arms in effort to protect their skin. A small blue bottle of the sun screen,0.318990558385849,0.4131261706352234,0.27522173523902893,0.4614122176188026,-0.5789506260298274,0.05688190460205078
41,Beer pong: A group of boys are standing in a room with many clear cups of beer on a table they are all standing around. The boys,0.3520735204219818,0.3758655786514282,0.20183919370174408,0.36732635759647975,1.1183460514612007,0.3065808117389679
42,"Beer pong: The boys talk, laugh and tease each other before beginning a game of beer pong across a long table using a triangle shaped array of clear cups. One of the ping pongs",0.21332263946533203,0.27485233545303345,0.24722500145435333,0.7376114772151542,-0.6286290315383403,0.26952865719795227
43,Beer pong: One of the ping pongs lands in the cup and one of the boys begins to drink the beer. The group,0.25210046768188477,0.3191075325012207,0.10750522464513779,0.5569271533368597,14.89302513937977,0.52849280834198
44,Grooming dog: There's a nbc news reporter wearing a red sweater and white shirt talking about dog grooming by scissor wizard a grooming company. The representative from the company,0.48777827620506287,0.6171995997428894,0.33949294686317444,0.18608685438997158,-0.23002545392896942,-0.07998412847518921
45,Grooming dog: The representative from the company is talking about the services they offer and how those dogs participate in dog shows. A groomer,0.14158529043197632,0.2203884869813919,0.18345944583415985,0.30790559357741376,5.256836345009131,0.06834647059440613
46,"Having an ice cream: A woman tries to eat ice cream to a child, but the child refuses to eat the ice cream, then the woman eats the ice cream in the spoon. After",0.5176957249641418,0.6759173274040222,0.3195681571960449,0.3124989458575575,-1.0704296418587484,0.21568059921264648
47,"Having an ice cream: After, the woman gives ice cream to the child, and then the woman cleans the child's mouth. An old woman",0.23721301555633545,0.5861034393310547,0.17673830687999725,0.46026207518392365,-2.3828546791993985,0.057697296142578125
48,Clean and jerk: Men are lifting heavy weights over their head several times. A man in a blue shirt is watching one of the men. A man in a gray shirt,0.38303229212760925,0.5627910494804382,0.21421317756175995,0.20623822591814345,0.2756982067182308,0.11436429619789124
49,Grooming dog: In home pet groomers demonstrate how to groom a pet. The person,0.3041507303714752,0.41093313694000244,0.3376447260379791,0.21789628033678815,3.536815438230947,0.20837938785552979
50,Polishing shoes: A person polish a shoe with a wrapped finger. Then,0.6730852723121643,0.7500126361846924,0.551692545413971,0.0645410481476378,0.0,0.10588878393173218
51,"Zumba: Eight people are standing at the studio, one woman walked at the back of the group. The group",0.40153074264526367,0.48566901683807373,0.2580842673778534,0.46941129333915427,0.8277591347639633,0.14180326461791992
52,Sharpening knives: A man is seen talking to the camera and presents his knife and sharpener. He then glides the knife down the sharpener and shows how other knives work with different sharpeners. He,0.3808410167694092,0.5356898307800293,0.2929377257823944,0.25566459997120694,0.5832118435198043,0.11483797430992126
53,Playing harmonica: A man walks onto the stage to join a band. A man,0.37234094738960266,0.6209113597869873,0.38947972655296326,0.26302367936092147,-0.7726832945548975,0.32892486453056335
54,Playing harmonica: A man walks onto the stage to join a band. A man plays up front of a band with a harmonica. The keyboardist,0.49078169465065,0.5096038579940796,0.6115096211433411,0.2029567471880279,-2.238372015182131,-0.08594110608100891
55,Running a marathon: A camera pans away from a road and shows a person's feet moving around. Several shots,0.29751452803611755,0.3545624613761902,0.45407116413116455,0.2991279643605726,0.9315237946326415,0.07117262482643127
56,"Running a marathon: A camera pans away from a road and shows a person's feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch. People",0.2642698287963867,0.29373878240585327,0.17327190935611725,0.35722457670311014,3.385309064224042,0.16993382573127747
57,Using the pommel horse: A gymnast put power chalk power on his hands and stands near the pommel horse. Then,0.6366890072822571,0.7237459421157837,0.6012683510780334,0.4253401020544149,-0.9888962137750948,0.03159475326538086
58,"Using the pommel horse: A gymnast put power chalk power on his hands and stands near the pommel horse. Then, the gymnast approach the pommel horse to spin around many times. Then",0.5096672177314758,0.5564303398132324,0.5342450737953186,0.07487012977269326,0.0,-0.22323280572891235
59,Kayaking: A logo shows that this video is presented by expert village. A man in a small blue boat,0.2737564146518707,0.32082599401474,0.44788146018981934,0.37300112715361183,3.327203570642051,-0.048614323139190674
60,Kayaking: A man in a small blue boat discusses the topic of hand surfing in a hole and gives hints on how to perform this activity. The man,0.37429800629615784,0.4587021768093109,0.3084951937198639,0.2987965041545607,-1.3392742435943776,-0.06647393107414246
61,Playing harmonica: The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by. The woman,0.2886354923248291,0.48871049284935,0.27791157364845276,0.13230899037571242,-1.0279924897351953,0.22972404956817627
62,Playing harmonica: A woman walks near the train tracks while a train drives by. The woman sees the harmonica playing man in the distance. She,0.26580607891082764,0.3118698298931122,0.21287430822849274,0.31456879082528255,-1.4224694034484793,-0.2618322968482971
63,Playing harmonica: The woman sees the harmonica playing man in the distance. She watches him and listens to him playing. She walks away leaving the man. The man,0.2433728724718094,0.3491649627685547,0.12353479117155075,0.12920247343088684,-1.4699368305183347,-0.013048365712165833
64,Cleaning windows: A person is shown looking around a city and begins washing windows with his tools. He,0.5142290592193604,0.5520261526107788,0.6477263569831848,0.269210350605793,1.2584014941251567,-0.04925680160522461
65,Cleaning windows: A person is shown looking around a city and begins washing windows with his tools. He goes up and down the windows at a rapid pace and continues filming himself through the glass. He,0.3069537580013275,0.37967997789382935,0.20976686477661133,0.1875383825849031,-2.6760274029095186,0.1351335346698761
66,Ice fishing: A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man,0.44473838806152344,0.5826413631439209,0.4760932922363281,0.4129021260304594,-0.8815906490763501,-0.06032547354698181
67,Ice fishing: A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man is reeling in a fish for a long time. The mans catch,0.2008962780237198,0.3258686661720276,0.3823854923248291,0.2076864671760583,-3.3407655239053047,-0.257757306098938
68,Washing face: Two children are seen sitting in a tub rubbing their faces and another person's hands interacting. The boy,0.37104281783103943,0.40454626083374023,0.2852783203125,0.16169026498278904,0.216478398412142,0.09145373106002808
69,Hitting a pinata: A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata,0.3147752583026886,0.346449613571167,0.3640099763870239,0.28369403528503767,0.121119472630815,-0.05495777726173401
70,Hitting a pinata: A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object. The camera,0.4286883771419525,0.6095248460769653,0.413928359746933,0.32795689503918724,2.5430046778406514,0.14316067099571228
71,Playing violin: A woman is playing a violin on the street while various people walk around here and behind her. She,0.38636764883995056,0.5402618646621704,0.5968462824821472,0.3681112317458359,3.8650087291950608,-0.11586129665374756
72,Making a sandwich: Various pictures of food are shown followed by a person cutting up vegetables and mixing various ingredients into a pot. He,0.436727911233902,0.49894440174102783,0.49971523880958557,0.26084646237295067,-0.12435400084345175,0.03147852420806885
73,Making a lemonade: Ingredients are sitting on a wooden block. A person,0.5360457301139832,0.6450254917144775,0.37098872661590576,0.47670971281719315,-0.42134452251977855,0.1064845621585846
74,Hitting a pinata: A man is seen walking closer to a pinata while a large group of people stand around him. The man,0.48622938990592957,0.596290111541748,0.4651264250278473,0.25466267142381227,0.6501542794476928,0.2989281117916107
75,Ironing clothes: A pair of female hands uses an iron on a piece of baby clothing. The woman,0.610090970993042,0.7505162358283997,0.5998844504356384,0.21221173356984893,-1.1962972091091586,0.1894010305404663
76,Ironing clothes: A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing. The woman,0.524241030216217,0.6630233526229858,0.3552020490169525,0.13942053409660846,13.081475451951132,0.26245200634002686
77,Ironing clothes: The woman sets the iron aside and flips the clothing. The woman uses the iron on the other side of the clothing. The woman,0.3748992383480072,0.4859849810600281,0.39195504784584045,0.3706963519023508,-2.603941591323358,0.28071773052215576
78,Clipping cat claws: We see a chair with a pillow on it. A man holding a cat,0.09317576140165329,0.14065003395080566,0.1698826551437378,0.35355339059327373,0.14886458551295723,0.17800715565681458
79,Clipping cat claws: We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails. The man,0.5551368594169617,0.5776979923248291,0.5390674471855164,0.311222595793158,-0.6371930928643098,-0.008327841758728027
80,Clipping cat claws: A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head. The man,0.3309364318847656,0.5344593524932861,0.1847982406616211,0.1795174496922159,3.0010962909191075,0.23867903649806976
81,Baton twirling: A young girl in a green leotard begins twirling a baton and doing tricks. The girl,0.46973180770874023,0.5125479698181152,0.4339403212070465,0.22086361575341043,2.939873661036668,0.21980735659599304
82,Baton twirling: The girl begins to incorporate her arms and does a flip and continues to flip the baton over her hands and arms. As the young lady,0.6158232092857361,0.7037868499755859,0.5000529289245605,0.14170505031628394,-0.8124115192477048,0.017733514308929443
83,"Baton twirling: As the young lady continues her performance, she twirls the baton between her legs and over her head, catches it and does a gallop. The rest of the young girl's performance",0.4372529089450836,0.5309174060821533,0.46126851439476013,0.4309106641739275,0.47283067785692645,0.27308687567710876
84,Removing ice from car: We see a man in a driveway cleaning snow from his car. The man,0.6263461709022522,0.6521913409233093,0.5943863391876221,0.3273282129544976,-0.4164644317955851,0.1451396644115448
85,Removing ice from car: We see a man in a driveway cleaning snow from his car. The man cleans the snow under his windshield wipers. We,0.40509238839149475,0.5185269117355347,0.3374699354171753,0.40325443293706,-0.7718050205140685,0.0035837292671203613
86,Removing ice from car: The man cleans the snow under his windshield wipers. We see the building behind the car. We do a 360 spin to see the parking lot. The man,0.3849972188472748,0.5218653678894043,0.3848871886730194,0.23921980363721754,1.3209138041554034,0.020096272230148315
87,Clean and jerk: A man in a blue shirt and shorts lifts a large weight over his head. Another man is filming it. The same man comes back and lifts the weight over his head again. He,0.5359926223754883,0.6886335611343384,0.3380142152309418,0.0747557935236577,-0.404061017820885,-0.22799620032310486
88,Throwing darts: A man is seen throwing a dart onto a board and leads into a woman speaking. The man,0.5618990063667297,0.7009570002555847,0.2763310670852661,0.18818369321935793,0.5710871800355759,0.2923605442047119
89,Surfing: A group of people are standing in the middle of a forest with a trail of pebbles separating them from a beautiful crystal clear body of water. The camera,0.34101685881614685,0.42329707741737366,0.3803814947605133,0.19503609835717262,0.9090686816575851,0.024399548768997192
90,Surfing: The camera moves across the water and several people on boats and jet-skis are moving in the water near a large wave. More large waves begin to surface and a man begins surfing the waves. The forest,0.3502067029476166,0.3889431357383728,0.4611961841583252,0.242875772462149,0.7768763055128615,-0.005022317171096802
91,Cutting the grass: A large patch of grass is shown. A man,0.24477481842041016,0.362844318151474,0.2516109049320221,0.3445472648843966,-0.3973074332645056,0.27516162395477295
92,Rollerblading: A pilates instructor on skates explains how to strap your risk protectors tight and shows that you need knee pads to protect your knees. The lady,0.30982062220573425,0.3719003200531006,0.5067670941352844,0.16373427741999105,-1.7692577406510328,0.14144214987754822
93,Sharpening knives: A woman wearing a tan apron is holding a knife and talking. She then shows an appliance on the table and tilts it upwards. She,0.3766758143901825,0.5184853076934814,0.3356446921825409,0.21227379218753945,-0.515114511821215,-0.07244566082954407
94,Sharpening knives: She then shows an appliance on the table and tilts it upwards. She turns a dial on the appliance and sets it back down. She,0.20378316938877106,0.32064589858055115,0.1906225085258484,0.4010421976983336,-1.0248280646447898,0.3448876440525055
95,Sharpening knives: She turns a dial on the appliance and sets it back down. She picks the knife back up and places it on the appliance. She,0.201848566532135,0.3044341802597046,0.3203336298465729,0.2805114545831951,-0.9723396111750601,0.0900215208530426
96,Sharpening knives: She picks the knife back up and places it in the appliance and slowly draws it back several times. She,0.29403048753738403,0.4504469633102417,0.2388601452112198,0.20903440093446932,-2.835934726540065,0.03615918755531311
97,Sharpening knives: She picks the knife back up and places it in the appliance and slowly draws it back several times. She slices a tomato on a wood block with the knife. She,0.495415061712265,0.5589026808738708,0.45084401965141296,0.4516269944863353,-1.1658372320632027,0.1160995364189148
98,Sharpening knives: A man wearing a black clothes is sharpening the knife on a stone. The man beside him on blue long sleeves drawing something on the table with his finger. The man,0.607729434967041,0.6776187419891357,0.7495047450065613,0.11295659095423838,0.9374100178301062,-0.019598305225372314
99,Layup drill in basketball: A man is seen speaking to the camera while a shot of a person playing basketball shows behind. The man,0.4968796968460083,0.6012939214706421,0.4369833469390869,0.05050762722761054,1.1239029738980328,0.17950722575187683
100,Washing face: A bottle of deep cleansing gel is shown. A woman,0.39497146010398865,0.4882529377937317,0.31617096066474915,0.38334148228638454,6.2473213257124725,0.054165273904800415
101,"Using parallel bars: The male athlete is standing by the two poles, raised his arms up, then jumped on the poles with his arms, while under him, a man pull out a red beam. The athlete",0.5928125977516174,0.6903807520866394,0.5505991578102112,0.49615322506547144,2.3586365651862287,0.030493110418319702
102,Clean and jerk: A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He,0.3482793867588043,0.42314988374710083,0.575164794921875,0.2765533709881554,0.17568762543868455,-0.08548736572265625
103,Clean and jerk: A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight. He,0.32693424820899963,0.39593786001205444,0.578437864780426,0.40942533160500777,-0.30389236084605353,-0.19744202494621277
104,Doing a powerbomb: Two other men gets in the ring and are wresting the man in the center. People are around the ring wtching the wrest. Three journalists,0.3055531084537506,0.6163799166679382,0.2020636796951294,0.0917632315773259,2.451451689227301,0.11956372857093811
105,Paintball: A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit. The men,0.3943217992782593,0.49659228324890137,0.23472298681735992,0.300344662179592,-0.5202094156929171,0.020884305238723755
106,Paintball: A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit. The men speak to one another and lead into running around and playing paint ball. They,0.31938436627388,0.38767609000205994,0.36117351055145264,0.2197713510511738,5.084110358524078,0.054488927125930786
107,Scuba diving: We see the underwater sea floor. Two people,0.3756692111492157,0.46150365471839905,0.22033776342868805,0.3703717144322746,-1.176696810829104,0.050754934549331665
108,Scuba diving: We see the underwater sea floor. Two people swim in front of the camera. We,0.16764038801193237,0.20214110612869263,0.2858278453350067,0.32445806252950715,-1.0451241158585747,-0.028621673583984375
109,Scuba diving: We see the underwater sea floor. Two people swim in front of the camera. We see a man holding a camera. We,0.37957563996315,0.5026944875717163,0.3054859936237335,0.16607973089634534,-1.3728129459672884,-0.02539271116256714
110,Scuba diving: We see a fin enter the camera. The camera is spinning wildly. Bubbles rise out of a tube. A man,0.1464785486459732,0.17185625433921814,0.23379123210906982,0.18440981522935784,5.092010548749032,-0.18153727054595947
111,Cleaning sink: A man is seen standing behind a counter speaking to the camera and holding up cleaning products. He puts the products into a sink and begins scrubbing around the sides. He,0.624448299407959,0.7429022789001465,0.5199112892150879,0.23597170302411086,-1.1222153064385618,0.07555714249610901
112,Playing polo: A group of men on donkeys play a form of polo on a dirt field. The,0.2777769863605499,0.3697432279586792,0.1588001251220703,0.5621614273533572,-0.5912029658539374,-0.19787916541099548
113,Playing polo: A group of men on donkeys play a form of polo on a dirt field. The camera pans to people watching the game. The camera,0.22725971043109894,0.3450189530849457,0.21420490741729736,0.19129095950368413,0.8017837257372732,0.10373231768608093
114,"Doing fencing: Two men are on a platform, fencing. They",0.18421287834644318,0.23177915811538696,0.26223257184028625,0.2672306960249125,-0.8285098499285157,0.13584710657596588
115,"Doing fencing: Two men are on a platform, fencing. They jab at each other with their swords. A woman",0.31774094700813293,0.32226771116256714,0.20314961671829224,0.2041241452319315,2.2974661075767626,0.05683162808418274
116,Surfing: There are two men in the water wearing wetsuits and laying on their surfboards as they ride a wave. The camera man,0.44327107071876526,0.6193652153015137,0.23968201875686646,0.4100163727534864,9.345386270319953,0.17400038242340088
117,Surfing: The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down. The surfer in the back,0.2626075744628906,0.41269391775131226,0.21295583248138428,0.5890133144952562,-0.379279069100029,-0.053045034408569336
118,Ice fishing: Several people are seen drilling holes into the ice while looking down and speaking to the camera. Many pictures are shown of the people fishing as well as pulling fish out of a hole. More people,0.24467968940734863,0.46503689885139465,0.47288239002227783,0.26423550607492025,-2.0014831296068647,0.0057784318923950195
119,Putting on shoes: An older women is shown sitting on a front step putting socks on with a small dog standing near her. She,0.5812066197395325,0.6874968409538269,0.5282699465751648,0.22936671603252123,1.152182293936831,0.08795243501663208
120,Playing violin: A young man plays violin while wearing headsets. Then,0.4306891858577728,0.5495323538780212,0.35941267013549805,0.16156129550144246,-0.7860762717039711,0.07916447520256042
121,Layup drill in basketball: A female basketball coach is seen instructing a group of girl basketball players who are standing in line on a basketball court. The first girl,0.4218735694885254,0.5196388959884644,0.29926881194114685,0.6551715520251897,-0.8130350006092965,0.037889301776885986
122,Mooping floor: A group of people are in a house. A man,0.17928771674633026,0.2748193144798279,0.17335736751556396,0.33190726463858355,-1.513729698983847,0.3315334916114807
123,Mooping floor: A group of people are in a house. A man is mopping the floor with a mop. Another boy,0.5248256921768188,0.7025151252746582,0.41207030415534973,0.09179466896261013,1.1230289532557687,0.02936851978302002
124,Mooping floor: A man is mopping the floor with a mop. Another boy attempts to walk through where he is mopping. The man,0.19138048589229584,0.27719277143478394,0.2831094264984131,0.2542374445291095,0.8748177652797064,-0.26236099004745483
125,Mooping floor: Another boy attempts to walk through where he is mopping. The man takes a drink of beer and complains to the camera. He,0.35191336274147034,0.539325475692749,0.35243141651153564,0.2656291453634845,-0.4333880271788519,0.01703527569770813
126,Tennis serve with ball bouncing: A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. He,0.5276447534561157,0.6074739098548889,0.43805110454559326,0.31026612902778344,-1.3232218468430348,0.2872200906276703
127,Tennis serve with ball bouncing: A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. He is holding a blue racket as he bounces the yellow and orange tennis ball on the court. He,0.3993515074253082,0.47180992364883423,0.4806383550167084,0.3666055694792141,-1.2234051318423003,-0.05923226475715637
128,"Tennis serve with ball bouncing: He starts with his first serve where the ball hits the net. Then he takes another ball, bounces it and serves again. The ball",0.4592708647251129,0.531944751739502,0.39388760924339294,0.2602981022612657,2.4380503392811663,0.044248491525650024
129,Playing harmonica: We see a golden title on a black screen. A man,0.22442257404327393,0.2673242688179016,0.12175356596708298,0.14042361933428799,1.027105182026191,0.41164207458496094
130,Running a marathon: A shot of a cyclist is shown and then it cuts back to the same man in white speaking. A woman,0.31805849075317383,0.4352469742298126,0.37326332926750183,0.33904958535600505,0.012755683125622754,0.06179770827293396
131,Running a marathon: A runner is running on a track in front of a crowd of people. A man,0.11057329177856445,0.13379080593585968,0.2042037397623062,0.4052159917870962,-1.2879506092898643,-0.15489687025547028
132,Running a marathon: Runners are running down a track with crowds on both sides and one of the runners stumbles. Another runner is shown and a man is shown talking to the camera. A runner,0.2274755984544754,0.3923608660697937,0.15976092219352722,0.5373210759028797,0.3481575089669627,0.2843545079231262
133,Running a marathon: The distressed runner is carried away. Runners in distress are shown. A man is talking to the camera. Various runners,0.27026647329330444,0.4520667791366577,0.16834042966365814,0.2971114902929562,1.9762098586449277,0.3667812943458557
134,Ice fishing: A person is seen standing off in the distance with another standing around a hole. The person,0.23531629145145416,0.24409791827201843,0.44626760482788086,0.16363876576144376,-0.9086882225022425,0.21404078602790833
135,Sharpening knives: A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside. Then,0.15763621032238007,0.18297487497329712,0.48744750022888184,0.5508754439598861,-0.9101963236375168,0.1751190721988678
136,"Sharpening knives: A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside. Then, the man puts a knife in the sharpener knife to sharpen. After",0.4705022871494293,0.5395478010177612,0.5965721011161804,0.45138602662135296,-1.2674555511834344,-0.11008909344673157
